usuario,plataformas,n_msgs,n_palabras,tema_dominante,tema_pct,sub_dominante,sub_pct,n_temas_distintos,n_subs_distintos
YouTube::@PatriciaAguilarZavaleta,YouTube,1,3,T00,33.3,T20_S0,33.3,3,2
YouTube::@PatriciaGarcia-z3j9u,YouTube,2,1,T07,100.0,T07_S1,100.0,1,1
YouTube::@PaulaMorales-wf2cy,YouTube,1,3,T25,33.3,T25_S3,33.3,3,2
YouTube::@PedroPulidoDiaz,YouTube,1,2,T00,50.0,T07_S2,50.0,2,1
YouTube::@PerryNavarroOficial,YouTube,1,4,T24,25.0,T24_S2,25.0,4,3
YouTube::@PoloHerrera-d7c,YouTube,1,4,T09,50.0,T09_S0,25.0,3,3
YouTube::@PramaProduccionesMx,YouTube,1,2,T12,50.0,T12_S2,50.0,2,2
YouTube::@RAFAELALEJO-yd9ei,YouTube,1,7,T07,28.6,T03_S1,14.3,6,7
YouTube::@RPD-DD,YouTube,1,12,T07,41.7,T07_S7,33.3,6,6
YouTube::@RafaSilva-j1f,YouTube,1,2,T07,100.0,T07_S1,50.0,1,2
YouTube::@RddStar-y2v4z,YouTube,3,13,T00,30.8,T24_S0,15.4,5,7
YouTube::@Rembrandt1945,YouTube,1,5,T25,20.0,T25_S0,20.0,5,5
YouTube::@RileyBeppler69,YouTube,1,31,T07,19.4,T12_S0,12.9,15,19
YouTube::@RinconesdeMexico3027,YouTube,2,7,T00,42.9,T00_S3,28.6,4,5
YouTube::@RobertValenciaPIrob,YouTube,2,11,T02,45.5,T02_S0,45.5,4,4
YouTube::@RocioOcadiz-i8v,YouTube,1,3,T07,66.7,T07_S1,66.7,2,2
YouTube::@Rodolfo-z8b4q,YouTube,1,2,T24,50.0,T24_S0,50.0,2,2
YouTube::@RogelioRosales-v4x,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@Roller-t1e,YouTube,1,5,T07,40.0,T07_S7,20.0,4,5
YouTube::@RosaliaSantosMayo,YouTube,2,2,T15,50.0,,0.0,2,0
YouTube::@RosalvaOsorio-q6h,YouTube,1,11,T00,27.3,T00_S1,18.2,8,7
YouTube::@RossyMonterrubiodeleon,YouTube,1,2,T24,50.0,T24_S0,50.0,2,2
YouTube::@RubenContreras-m8l,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@RuthFragoso-d3o,YouTube,2,3,T20,33.3,T20_S1,33.3,3,3
YouTube::@SDAMAK_23,YouTube,1,4,T03,25.0,T03_S1,25.0,4,4
YouTube::@Salem-w3s,YouTube,1,3,T00,33.3,T07_S5,33.3,3,2
YouTube::@SalvaCruz-k8f,YouTube,1,4,T25,50.0,T07_S1,25.0,3,4
YouTube::@SalvadorOlmospulido,YouTube,1,14,T20,42.9,T20_S0,21.4,7,8
YouTube::@SamuelPerez-ct3sr,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@SantaLuna-r8z,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@Santiago65-c4b,YouTube,1,14,T20,21.4,T20_S0,21.4,10,12
YouTube::@SebasPadilla-s4o,YouTube,1,11,T07,36.4,T00_S2,18.2,5,8
YouTube::@SergioAlbertoHernándezalcantar,YouTube,1,1,T18,100.0,T18_S1,100.0,1,1
YouTube::@SgtoVkro,YouTube,1,6,T10,33.3,T10_S0,33.3,5,5
YouTube::@SilviaSedeño-p2p,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@Simongarcia-v8t,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@SoRN7,YouTube,1,4,T04,25.0,T04_S4,25.0,4,4
YouTube::@SolDe-kh2bb,YouTube,1,8,T00,25.0,T00_S1,25.0,5,7
YouTube::@SoledadPeralts,YouTube,1,7,T25,42.9,T25_S0,42.9,5,5
YouTube::@SuperSatturno,YouTube,1,3,T10,33.3,T10_S4,33.3,3,3
YouTube::@SusanaRangel-b3k,YouTube,1,14,T12,14.3,T08_S1,14.3,11,12
YouTube::@TanukaTanuka-l6q,YouTube,1,1,T00,100.0,T00_S1,100.0,1,1
YouTube::@TeresaAcostaMontero,YouTube,1,8,T07,37.5,T00_S1,25.0,5,7
YouTube::@TeresaGonzalezRomo,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@TeresaJuarez-f4m,YouTube,1,2,T00,50.0,T00_S1,50.0,2,2
YouTube::@Tfdez76,YouTube,1,4,T10,50.0,T10_S0,50.0,3,3
YouTube::@The-Axxtro,YouTube,1,3,T25,33.3,T25_S2,33.3,3,3
YouTube::@ThedarkLometo,YouTube,2,10,T05,20.0,T05_S2,20.0,8,8
YouTube::@Tikitikyjwrry-crist,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@TitiongaRa,YouTube,2,8,T15,25.0,T10_S0,25.0,4,2
YouTube::@Tj0708,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@TomasaMontero-v4i,YouTube,1,4,T07,75.0,T07_S3,25.0,2,4
YouTube::@Torobeach,YouTube,1,1,T14,100.0,T14_S0,100.0,1,1
YouTube::@TraductorCienciaHist,YouTube,1,1,T07,100.0,T07_S3,100.0,1,1
YouTube::@TribunaVecinal,YouTube,3,18,T07,44.4,T07_S1,38.9,8,10
YouTube::@Usuarioyoutube999,YouTube,1,2,T03,50.0,T03_S3,50.0,2,2
YouTube::@ValenteBenítez-p6j,YouTube,1,2,T03,50.0,T03_S1,50.0,2,2
YouTube::@ValientePattinson,YouTube,1,2,T07,100.0,T07_S4,50.0,1,2
YouTube::@VeroBañuelos-q1j,YouTube,1,1,T15,100.0,T15_S0,100.0,1,1
YouTube::@VeronicaMendez-t8o,YouTube,4,17,T00,23.5,T00_S1,17.6,7,11
YouTube::@VeronicaRodriguezcervant-l6g2l,YouTube,1,12,T12,33.3,T24_S2,33.3,4,6
YouTube::@Vianey25,YouTube,1,1,T24,100.0,T24_S2,100.0,1,1
YouTube::@VianeySalas-su7oh,YouTube,1,4,T04,50.0,T24_S0,25.0,3,4
YouTube::@VicmaBavi,YouTube,1,2,T07,50.0,T07_S3,50.0,2,2
YouTube::@VictorCarrilloRobles,YouTube,1,2,T07,50.0,T07_S2,50.0,2,1
YouTube::@Vigilantenocturno-w8q,YouTube,1,1,T07,100.0,T07_S3,100.0,1,1
YouTube::@VivianaLopez-nw7yq,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@Xiomara-b7h4g,YouTube,2,0,,0.0,,0.0,0,0
YouTube::@YazminSolis-wm9im,YouTube,1,5,T20,40.0,T20_S0,20.0,4,4
YouTube::@YoselinMarianEnsigniaHernandez,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@YovaniCortes-e3r,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@Zaid-eu2sw,YouTube,1,2,T07,100.0,T07_S1,50.0,1,2
YouTube::@abiare,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@abrahamg7822,YouTube,1,3,T07,66.7,T07_S5,66.7,2,2
YouTube::@aca639,YouTube,1,15,T07,33.3,T07_S5,13.3,7,13
YouTube::@acs3452,YouTube,2,12,T07,50.0,T00_S1,16.7,6,10
YouTube::@ade.gardel1410,YouTube,1,3,T10,33.3,T10_S2,33.3,3,3
YouTube::@adrianaflores4703,YouTube,1,1,T03,100.0,T03_S1,100.0,1,1
YouTube::@adrianar7151,YouTube,1,2,T00,50.0,T15_S0,50.0,2,1
YouTube::@adrianoundead,YouTube,1,6,T00,33.3,T15_S1,16.7,5,5
YouTube::@agusacevedof,YouTube,2,86,T15,11.6,T09_S1,9.3,16,28
YouTube::@aidaantonio6394,YouTube,1,3,T07,33.3,T07_S1,33.3,3,3
YouTube::@aidejuarez8515,YouTube,1,2,T14,50.0,T14_S0,50.0,2,2
YouTube::@aimeerosales4508,YouTube,1,1,T12,100.0,T12_S0,100.0,1,1
YouTube::@alanromanmayabautista4724,YouTube,2,1,T13,100.0,T13_S0,100.0,1,1
YouTube::@albertobravo5666,YouTube,1,1,T15,100.0,T15_S1,100.0,1,1
YouTube::@albertogalan2758,YouTube,1,2,T00,50.0,T00_S1,50.0,2,2
YouTube::@alejandradiaz7210,YouTube,1,8,T10,12.5,T10_S0,12.5,8,7
YouTube::@aleromero33,YouTube,1,6,T07,66.7,T07_S5,33.3,3,5
YouTube::@alexandragallego8476,YouTube,1,2,T07,100.0,T07_S2,50.0,1,2
YouTube::@alexisreynasanchez3165,YouTube,1,2,T21,50.0,T21_S3,50.0,2,2
YouTube::@alfonsorobles2678,YouTube,1,4,T03,25.0,T03_S1,25.0,4,3
YouTube::@aliama5120,YouTube,2,4,T11,25.0,T11_S5,25.0,4,4
YouTube::@aliciacontreras7381,YouTube,1,8,T20,25.0,T20_S0,25.0,6,5
YouTube::@aliciamoreno8128,YouTube,1,5,T07,40.0,T22_S1,20.0,4,5
YouTube::@aliciavelazquez2004,YouTube,1,3,T11,33.3,T11_S4,33.3,3,2
YouTube::@alis924,YouTube,1,4,T07,75.0,T07_S4,25.0,2,4
YouTube::@almadeliaalfonsolorenzo1603,YouTube,1,2,T10,50.0,T10_S0,50.0,2,2
YouTube::@almamatus7362,YouTube,1,1,T07,100.0,T07_S3,100.0,1,1
YouTube::@alprado8533,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@altahirsofiaduarte2688,YouTube,1,8,T07,25.0,T07_S7,12.5,6,7
YouTube::@analiruena5397,YouTube,1,1,T00,100.0,T00_S1,100.0,1,1
YouTube::@anapeca2930,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@anaquintero9841,YouTube,1,9,T07,33.3,T10_S0,22.2,6,8
YouTube::@anaramirez1601,YouTube,1,7,T07,42.9,T07_S7,28.6,4,6
YouTube::@anatopete6591,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@andreamendez7880,YouTube,1,1,T15,100.0,,0.0,1,0
YouTube::@andrescortina1323,YouTube,1,2,T07,50.0,T07_S3,50.0,2,2
YouTube::@andresdz6548,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@anellegallegos5311,YouTube,1,3,T13,33.3,T13_S0,33.3,3,3
YouTube::@angelesaa9539,YouTube,3,10,T00,20.0,T00_S1,20.0,9,8
YouTube::@angelgmtz1,YouTube,1,3,T07,66.7,T07_S0,33.3,2,2
YouTube::@angelgomez-6141,YouTube,1,5,T18,20.0,T18_S1,20.0,5,5
YouTube::@angelicaacevedo4975,YouTube,2,7,T17,28.6,T17_S2,28.6,5,6
YouTube::@angelicaesparza2577,YouTube,1,3,T07,33.3,T07_S4,33.3,3,3
YouTube::@angelicamacias954,YouTube,1,3,T00,66.7,T00_S1,33.3,2,2
YouTube::@angelicamagdalenacanomonca1344,YouTube,1,6,T15,16.7,T20_S0,16.7,6,4
YouTube::@angelrocha962,YouTube,1,8,T13,25.0,T13_S1,25.0,6,6
YouTube::@angelrosas2556,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@angievillasenor8179,YouTube,1,7,T07,42.9,T07_S1,14.3,5,7
YouTube::@angymotagalvan9838,YouTube,1,7,T17,28.6,T17_S2,28.6,5,4
YouTube::@antonio.7802,YouTube,1,1,T14,100.0,T14_S4,100.0,1,1
YouTube::@anyel-78,YouTube,1,1,T07,100.0,T07_S3,100.0,1,1
YouTube::@apolinarsanchezmorales621,YouTube,1,11,T07,27.3,T00_S1,27.3,6,7
YouTube::@aracelifigueroa7751,YouTube,1,14,T07,42.9,T07_S2,14.3,6,10
YouTube::@araceliramirez5439,YouTube,1,4,T06,50.0,T00_S1,25.0,3,4
YouTube::@aracelivarguez9407,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@arceliahernandezg6224,YouTube,1,1,T24,100.0,T24_S2,100.0,1,1
YouTube::@arizuokusawa6953,YouTube,2,16,T07,25.0,T07_S5,25.0,5,4
YouTube::@ark253,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@arletteolivera1630,YouTube,1,6,T24,16.7,T24_S2,16.7,6,6
YouTube::@arteenpastaflexible1708,YouTube,1,3,T20,33.3,T20_S0,33.3,3,3
YouTube::@artemisavirgenvirgen8226,YouTube,1,9,T07,22.2,T00_S1,11.1,7,9
YouTube::@arturomares7007,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@asicomodigounacosadigootra8713,YouTube,1,2,T17,50.0,T04_S4,50.0,2,1
YouTube::@athegrl,YouTube,1,7,T10,28.6,T10_S0,28.6,6,5
YouTube::@aureliaramos8465,YouTube,1,4,T07,25.0,T07_S6,25.0,4,4
YouTube::@backfenssen,YouTube,1,2,T03,50.0,T03_S1,50.0,2,1
YouTube::@beatrizramirez2594,YouTube,1,2,T11,50.0,T11_S4,50.0,2,2
YouTube::@benignocastro161,YouTube,1,3,T09,33.3,T15_S3,33.3,3,2
YouTube::@benitomayorga163,YouTube,1,4,T07,50.0,T07_S7,25.0,3,4
YouTube::@bethbirai2639,YouTube,1,5,T07,40.0,T07_S3,40.0,4,4
YouTube::@betogxrcix,YouTube,1,4,T07,50.0,T07_S3,25.0,3,4
YouTube::@betohernan6662,YouTube,1,1,T00,100.0,T00_S1,100.0,1,1
YouTube::@bibiestrella7568,YouTube,1,3,T12,33.3,T12_S2,33.3,3,3
YouTube::@biolvsr1046,YouTube,2,15,T00,20.0,T10_S2,13.3,10,10
YouTube::@blackwitch6009,YouTube,1,7,T20,28.6,T20_S0,28.6,6,6
YouTube::@blancaesteladelcipres6031,YouTube,1,2,T10,50.0,T10_S3,50.0,2,1
YouTube::@blancaestelagarcia-z8y,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@blancagonzalezcastanon2935,YouTube,1,2,T16,50.0,T16_S2,50.0,2,2
YouTube::@bonnysalinas8875,YouTube,1,1,T11,100.0,T11_S0,100.0,1,1
YouTube::@braulioromo6780,YouTube,1,5,T10,40.0,T10_S1,20.0,4,4
YouTube::@brayantoledo6112,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@breadwater71,YouTube,2,3,T07,33.3,T07_S0,33.3,3,3
YouTube::@breramz9310,YouTube,1,4,T20,25.0,T20_S0,25.0,4,3
YouTube::@bryanmedina6260,YouTube,1,2,T25,50.0,T25_S0,50.0,2,2
YouTube::@calebgonzalez8094,YouTube,1,3,T14,33.3,T14_S2,33.3,3,3
YouTube::@calzadacalzada8964,YouTube,1,4,T15,25.0,T15_S3,25.0,4,3
YouTube::@candelariarosascastro8516,YouTube,1,6,T00,50.0,T07_S6,16.7,3,3
YouTube::@candyhoney6426,YouTube,1,2,T07,50.0,T07_S5,50.0,2,2
YouTube::@carlosaguiar3129,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@carlosbauu4625,YouTube,1,7,T11,28.6,T11_S3,14.3,6,7
YouTube::@carmitachable6148,YouTube,1,1,T22,100.0,T22_S0,100.0,1,1
YouTube::@carnachlerma3676,YouTube,1,1,T20,100.0,T20_S0,100.0,1,1
YouTube::@casagame-g6r,YouTube,1,8,T07,37.5,T12_S0,12.5,6,7
YouTube::@ceciliamartinez3946,YouTube,1,1,T11,100.0,T11_S0,100.0,1,1
YouTube::@cecilianikkenmexico,YouTube,1,6,T25,50.0,T25_S0,33.3,4,5
YouTube::@celiatorres996,YouTube,1,3,T20,33.3,T20_S0,33.3,3,3
YouTube::@celinahernandezbarrios9499,YouTube,1,4,T03,25.0,T03_S1,25.0,4,4
YouTube::@charlesriveroll6363,YouTube,1,3,T13,66.7,T13_S1,66.7,2,2
YouTube::@chepiramz4140,YouTube,2,4,T07,25.0,T07_S5,25.0,4,4
YouTube::@chimichurri260,YouTube,3,11,T07,63.6,T07_S3,36.4,5,7
YouTube::@chinnyrox2022,YouTube,1,3,T07,66.7,T07_S4,33.3,2,3
YouTube::@citlalligaviño6262,YouTube,1,1,T09,100.0,T09_S1,100.0,1,1
YouTube::@claudiaaltamirano9348,YouTube,1,3,T07,33.3,T07_S7,33.3,3,3
YouTube::@claudiafabiolacruzaguilar286,YouTube,1,2,T07,100.0,T07_S1,100.0,1,1
YouTube::@claudiakitty2283,YouTube,1,6,T07,33.3,T07_S3,33.3,5,5
YouTube::@claudiaramos205,YouTube,1,1,T17,100.0,T17_S4,100.0,1,1
YouTube::@claudiazavaleta1933,YouTube,1,4,T07,50.0,T07_S7,25.0,3,4
YouTube::@columbarementeriatorres8063,YouTube,1,1,T07,100.0,T07_S3,100.0,1,1
YouTube::@concepcioncastro2304,YouTube,1,5,T11,20.0,T11_S0,20.0,5,5
YouTube::@constanzarivera9440,YouTube,1,3,T25,33.3,T25_S2,33.3,3,3
YouTube::@contactosolinco2470,YouTube,1,3,T25,33.3,T25_S2,33.3,3,3
YouTube::@crescenciajarquinelorza4271,YouTube,1,26,T25,19.2,T25_S0,19.2,12,12
YouTube::@crisolvera4023,YouTube,1,3,T07,33.3,T07_S3,33.3,3,3
YouTube::@cristinapalacios3831,YouTube,1,9,T07,33.3,T07_S5,33.3,5,5
YouTube::@cristinasalinas5132,YouTube,1,10,T17,30.0,T17_S2,30.0,6,7
YouTube::@cuorecuore1496,YouTube,1,2,T07,50.0,T07_S5,50.0,2,2
YouTube::@dafneanelyaris3519,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@dager1938,YouTube,1,5,T15,20.0,T15_S1,20.0,5,5
YouTube::@damarizmelgosaplata3925,YouTube,1,3,T15,33.3,T07_S5,33.3,3,2
YouTube::@danielcasangoespinosa160,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@danielestebansolisesquivel5271,YouTube,1,3,T13,33.3,T13_S1,33.3,3,3
YouTube::@danielmunozoficial,YouTube,1,2,T21,50.0,T21_S1,50.0,2,2
YouTube::@danubys1,YouTube,1,19,T07,21.1,T10_S0,10.5,9,13
YouTube::@darkstarz.r0754,YouTube,1,11,T15,18.2,T14_S0,9.1,10,10
YouTube::@deimos-13666l,YouTube,1,2,T01,50.0,T01_S1,50.0,2,2
YouTube::@deliasanchez4700,YouTube,2,11,T07,27.3,T07_S0,9.1,7,9
YouTube::@despachojuridico-m6q,YouTube,1,3,T13,33.3,T13_S0,33.3,3,2
YouTube::@despachorvr,YouTube,1,2,T13,50.0,T13_S1,50.0,2,2
YouTube::@deynalildiaz6287,YouTube,1,6,T09,33.3,T21_S1,16.7,5,6
YouTube::@dianaC7777,YouTube,1,4,T07,50.0,T07_S3,25.0,3,4
YouTube::@diegozuares810,YouTube,1,2,T11,50.0,T11_S0,50.0,2,2
YouTube::@dyd2285,YouTube,1,1,T17,100.0,T17_S0,100.0,1,1
YouTube::@edgargarcia6550,YouTube,2,2,T02,100.0,T02_S0,100.0,1,1
YouTube::@edgargomes6994,YouTube,1,4,T17,25.0,T17_S2,25.0,4,4
YouTube::@eduardoE5252,YouTube,1,24,T13,20.8,T13_S1,20.8,13,15
YouTube::@eduardogonzalezrico3784,YouTube,1,2,T00,50.0,T00_S1,50.0,2,2
YouTube::@eh1892,YouTube,1,3,T10,66.7,T10_S0,66.7,2,2
YouTube::@eiguajardo,YouTube,2,22,T07,40.9,T07_S3,13.6,9,12
YouTube::@elenamonteagudo9855,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@elenamorelos7547,YouTube,1,1,T10,100.0,T10_S0,100.0,1,1
YouTube::@elidee2914,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@elizamiranda7007,YouTube,1,1,T07,100.0,T07_S1,100.0,1,1
YouTube::@eloisatrevizo5103,YouTube,1,4,T15,25.0,T11_S4,25.0,4,2
YouTube::@eltiowodi,YouTube,1,5,T15,60.0,T07_S7,20.0,2,3
YouTube::@elviaramirez1883,YouTube,1,4,T07,50.0,T07_S3,25.0,3,4
YouTube::@elvisbz,YouTube,1,3,T12,33.3,T12_S2,33.3,3,3
YouTube::@emilianacarbonero4728,YouTube,1,1,T00,100.0,,0.0,1,0
YouTube::@emilomoronescasiano495,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@emiloorganic1,YouTube,1,2,T11,50.0,T11_S5,50.0,2,2
YouTube::@enriquegomez8952,YouTube,1,2,T24,50.0,T24_S0,50.0,2,2
YouTube::@enriquerivas4068,YouTube,1,2,T15,50.0,T15_S3,50.0,2,2
YouTube::@enriqueymarisol1,YouTube,1,17,T00,41.2,T00_S4,11.8,11,12
YouTube::@erabaitbro3927,YouTube,1,14,T07,14.3,T07_S0,7.1,12,14
YouTube::@erdvilla,YouTube,1,5,T04,20.0,T04_S1,20.0,5,5
YouTube::@erebosart4379,YouTube,1,11,T07,27.3,T07_S3,18.2,9,10
YouTube::@erickaramirezsoto5256,YouTube,1,2,T24,50.0,T24_S0,50.0,2,2
YouTube::@erickguajardo-gh5kf,YouTube,1,2,T07,100.0,T07_S1,50.0,1,2
YouTube::@erikanataliaglez6112,YouTube,1,1,T04,100.0,T04_S4,100.0,1,1
YouTube::@erikgabrielm9571,YouTube,1,2,T17,50.0,T17_S2,50.0,2,2
YouTube::@esencianueva9,YouTube,1,5,T17,20.0,T17_S0,20.0,5,5
YouTube::@esmeraldamedina1607,YouTube,1,4,T25,25.0,T25_S3,25.0,4,4
YouTube::@esmeraldaosorio608,YouTube,1,1,T20,100.0,T20_S0,100.0,1,1
YouTube::@esperanzamaresrincon8135,YouTube,1,5,T07,40.0,T07_S4,20.0,3,4
YouTube::@estanislaolazcanocastelan90,YouTube,1,6,T07,50.0,T08_S0,16.7,4,5
YouTube::@estefaniavaldes9682,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@estefanyanayuscangasalomon6524,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@esthergonzalez1470,YouTube,1,3,T00,33.3,T00_S1,33.3,3,3
YouTube::@esthermaganatorres9709,YouTube,2,6,T20,50.0,T20_S0,33.3,4,4
YouTube::@estuardogiordani-co9yw,YouTube,1,3,T03,66.7,T03_S1,66.7,2,2
YouTube::@eunicejimenez3531,YouTube,1,3,T12,33.3,T12_S2,33.3,3,3
YouTube::@evarubio9399,YouTube,1,6,T21,16.7,T21_S1,16.7,6,6
YouTube::@evelyngranadosles,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@everardosolano9585,YouTube,1,2,T07,50.0,T07_S4,50.0,2,2
YouTube::@exceldrop3386,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@ez1Z5706,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@fabis71,YouTube,1,5,T24,40.0,T24_S2,20.0,4,5
YouTube::@facturasmtyks5180,YouTube,1,1,T13,100.0,T13_S2,100.0,1,1
YouTube::@familiabellezafitnes,YouTube,1,18,T07,44.4,T07_S3,16.7,9,14
YouTube::@fasshioncrafstkitche,YouTube,1,2,T25,50.0,T25_S3,50.0,2,2
YouTube::@federicoespino6155,YouTube,1,3,T00,33.3,T00_S1,33.3,3,3
YouTube::@felipejaimesmelendez,YouTube,1,1,T24,100.0,T24_S0,100.0,1,1
YouTube::@fer3725,YouTube,1,15,T07,33.3,T09_S1,13.3,7,10
YouTube::@fgames966,YouTube,1,5,T00,40.0,T10_S0,20.0,4,4
YouTube::@fgjuseg5266,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@fit-ness,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@florsilvestre122,YouTube,2,2,T07,100.0,T07_S2,50.0,1,2
YouTube::@franciscochavez3145,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@franciscoperezmarin6567,YouTube,1,4,T15,25.0,T20_S0,25.0,4,2
YouTube::@frankaguirre7866,YouTube,1,2,T00,50.0,T00_S1,50.0,2,2
YouTube::@gabometal8883,YouTube,1,3,T13,33.3,T13_S0,33.3,3,3
YouTube::@gabrielacamachoelizalde-cj9on,YouTube,1,7,T17,28.6,T23_S0,14.3,6,5
YouTube::@gabyolmeda8756,YouTube,1,3,T07,66.7,T07_S6,33.3,2,3
YouTube::@gadielmata1804,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@gamalielmartinezcarmona8484,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@gasparperez147,YouTube,1,7,T00,28.6,T00_S1,28.6,6,6
YouTube::@gatitogloton9190,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@genovevavazquez1910,YouTube,6,10,T10,20.0,T10_S0,20.0,7,7
YouTube::@georginabrenez2435,YouTube,1,4,T13,25.0,T13_S2,25.0,4,4
YouTube::@geronimoalvarez4363,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@gersonalcantar3731,YouTube,1,4,T09,50.0,T10_S2,25.0,3,4
YouTube::@gilbertobecker3564,YouTube,1,1,T04,100.0,T04_S1,100.0,1,1
YouTube::@gloriaarenaszepeda9487,YouTube,2,4,T24,25.0,T24_S2,25.0,4,4
YouTube::@good5446,YouTube,1,1,T01,100.0,T01_S1,100.0,1,1
YouTube::@gracem.z7345,YouTube,1,10,T12,20.0,T12_S0,20.0,8,9
YouTube::@gracielabalderas9999,YouTube,1,4,T17,25.0,T17_S2,25.0,4,4
YouTube::@gracielaramirez5079,YouTube,1,1,T20,100.0,T20_S1,100.0,1,1
YouTube::@griseldagovea8298,YouTube,1,2,T20,50.0,T13_S1,50.0,2,1
YouTube::@griseldaquezada7685,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@guadalupemonroy2073,YouTube,1,8,T01,25.0,T10_S1,12.5,7,8
YouTube::@guadaluperuiz6009,YouTube,1,5,T15,20.0,T17_S2,20.0,5,4
YouTube::@guillerminaascencio3068,YouTube,2,6,T20,33.3,T20_S0,33.3,5,5
YouTube::@guillermogamboafrayre5949,YouTube,1,3,T18,66.7,T18_S1,66.7,2,2
YouTube::@gustavocarrancoplata1775,YouTube,1,1,T10,100.0,T10_S0,100.0,1,1
YouTube::@h5jy,YouTube,1,12,T07,33.3,T00_S1,25.0,6,9
YouTube::@hamanmardoqueo1058,YouTube,1,4,T24,25.0,T24_S2,25.0,4,4
YouTube::@helobsidiana5138,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@henryhernandez7714,YouTube,1,7,T07,42.9,T15_S1,14.3,5,7
YouTube::@henryreyes3167,YouTube,1,6,T17,33.3,T17_S2,33.3,5,5
YouTube::@heribertocastanedacastro5822,YouTube,1,5,T07,60.0,T07_S5,60.0,3,3
YouTube::@hortensiabec9226,YouTube,1,2,T17,50.0,T17_S4,50.0,2,2
YouTube::@imeldasalamanca3937,YouTube,1,2,T00,50.0,T20_S0,50.0,2,1
YouTube::@indrid4015,YouTube,3,3,T10,33.3,T10_S0,33.3,3,3
YouTube::@ingarqraca8765,YouTube,1,7,T15,28.6,T10_S0,28.6,5,6
YouTube::@ingrisitasthelllima664,YouTube,1,3,T07,66.7,T03_S1,33.3,2,3
YouTube::@irenelouly9487,YouTube,1,2,T07,100.0,T07_S4,50.0,1,2
YouTube::@irmacolorina,YouTube,3,9,T20,44.4,T20_S0,22.2,6,7
YouTube::@irmareyes2608,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@irmasuarez5931,YouTube,1,3,T20,33.3,T20_S0,33.3,3,2
YouTube::@isaacm3591,YouTube,1,3,T05,66.7,T05_S2,66.7,2,1
YouTube::@isauramartinez2213,YouTube,1,1,T07,100.0,T07_S5,100.0,1,1
YouTube::@iselaakiko7309,YouTube,2,5,T01,40.0,T01_S2,40.0,4,4
YouTube::@javier-p4e1t,YouTube,1,2,T07,50.0,T07_S5,50.0,2,2
YouTube::@javierbarrios1491,YouTube,1,6,T15,33.3,T20_S1,16.7,5,5
YouTube::@javiercarrera9124,YouTube,1,4,T10,50.0,T22_S0,25.0,3,2
YouTube::@javierchavezluna2943,YouTube,1,8,T22,25.0,T11_S0,12.5,7,8
YouTube::@jazminlobo3229,YouTube,1,2,T07,50.0,T07_S4,50.0,2,2
YouTube::@jccarrera9261,YouTube,1,1,T07,100.0,T07_S5,100.0,1,1
YouTube::@jequer._15,YouTube,1,3,T17,66.7,T17_S0,33.3,2,2
